"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13_1a","fin13_1b","fin13_1c","fin13_1d","fin13_1e","fin13_1f","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Nigeria","NGA",141855429,3.69132718271346,1,40,1,2,1,1,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,1,2,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,1,1,5,1,1,2,,,,1,1,,,2,,,,,,1,2,2,2,2,2,,2,2,,,,,2,,,,,,2,1,3,2,2,2,,1,1,3,4,4,4,4,1,1,2,1,0
"Nigeria","NGA",115999643,1.96636900622248,1,43,1,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,1,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,2,1,1,1,2,1,4,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,1,1,4,4,4,4,2,5,2,2,0,0
"Nigeria","NGA",146296677,0.223275257167535,1,28,2,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,3,2,4,2,1,3,2,,,,,,,,,,,2,,,2,2,2,,,,1,4,2,2,2,2,4,,7,,,2,,,,2,,,,4,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,4,3,3,,3,,1,0,4,4,4,4,5,5,2,4,0,0
"Nigeria","NGA",132345968,0.427055568447796,1,42,2,4,1,2,1,1,1,1,2,1,2,,2,2,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,1,,1,2,2,1,1,1,3,2,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,1,1,,,2,2,2,3,2,2,,1,1,4,4,4,1,2,1,1,2,1,0
"Nigeria","NGA",112890037,0.223275257167535,2,44,2,4,1,2,1,1,0,1,1,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,1,2,,2,1,2,,,,1,1,,1,2,2,1,1,1,3,2,1,1,,,2,,,,2,,,,,,1,1,1,3,,,2,2,2,,,,,2,,,,,,1,3,3,3,,2,,1,1,1,4,4,4,4,1,1,1,1,1
"Nigeria","NGA",154639894,0.223275257167535,1,27,2,5,1,2,1,1,0,2,2,1,2,,2,1,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,1,2,,,,,2,,,2,1,2,,,,2,1,,1,2,2,2,2,3,2,1,1,1,,,1,1,,,1,1,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,1,0,4,4,4,4,1,1,1,1,1,0
"Nigeria","NGA",189729053,0.444983762056113,1,34,2,4,1,2,1,1,1,2,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,1,1,,1,1,2,,,,2,2,1,2,2,2,2,,3,2,2,2,,,,1,1,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,3,3,,2,,1,0,4,4,4,4,1,1,1,1,1,1
"Nigeria","NGA",206829616,0.37406391832356,1,35,3,2,1,2,1,1,0,2,2,1,2,,1,1,2,,,,2,,1,2,1,,,,,,,,,,2,1,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,2,4,1,,0,0,2,4,4,4,4,5,1,1,1,0
"Nigeria","NGA",144628612,2.89757071767117,1,41,1,2,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,1,1,2,2,2,2,1,1,1,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,2,4,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,2,2,,0,1,4,4,4,4,4,5,2,2,0,0
"Nigeria","NGA",170760285,0.403001115221083,2,25,2,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,3,2,2,1,2,2,2,3,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,1,3,1,,0,0,4,4,4,4,4,5,1,3,0,0
"Nigeria","NGA",144154154,0.299599189613921,2,18,2,5,1,2,1,1,0,2,2,1,1,2,2,1,2,,,,1,2,1,2,1,,,,,,,,,,2,1,1,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,3,2,1,2,,,,1,1,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,2,4,4,4,4,1,1,2,1,0
"Nigeria","NGA",165172391,3.69132718271346,2,90,1,5,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,4,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,3,1,,0,1,4,4,4,4,4,5,2,2,0,0
"Nigeria","NGA",158664613,0.860711619601463,2,42,2,5,1,2,1,1,0,1,2,1,2,,2,2,2,,,,2,,1,2,2,,,,,,,,,,1,1,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,3,1,2,3,1,,0,1,4,4,4,4,4,1,2,2,1,0
"Nigeria","NGA",197392984,1.78369641671953,2,69,2,5,1,2,1,1,0,2,2,1,1,2,2,2,2,,,,1,2,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,1,1,,1,2,2,2,2,3,3,2,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,1,1,2,,,1,1,2,2,1,,2,2,2,3,3,2,,1,0,4,4,1,2,4,3,1,2,1,0
"Nigeria","NGA",209349151,0.693918548728017,1,29,2,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,3,2,1,2,1,2,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,1,3,2,2,2,,1,0,4,4,4,2,4,3,2,1,0,0
"Nigeria","NGA",150111011,0.593847963916351,2,26,2,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,2,1,2,2,1,1,2,,,,,2,,,2,1,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,3,2,3,3,,3,,1,1,4,4,4,2,4,5,1,2,0,0
"Nigeria","NGA",153674724,0.796847671308413,2,21,2,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,1,1,1,2,2,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,2,1,,0,0,4,4,4,4,4,4,1,2,0,0
"Nigeria","NGA",141539764,0.818091505147416,1,18,2,1,1,2,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,2,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,4,5,1,2,0,0
"Nigeria","NGA",182215647,0.329210536546286,2,50,2,5,1,1,1,1,1,1,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,2,1,1,2,2,,1,1,1,1,2,,2,2,2,2,2,2,2,,6,2,1,1,1,,,2,,,,1,1,2,2,,,1,2,1,1,,,2,2,2,,,,,1,1,2,2,1,,1,1,1,1,1,1,,0,1,1,4,4,2,1,1,1,2,1,1
"Nigeria","NGA",203626781,0.510932335113235,1,67,2,4,1,2,1,1,0,2,2,1,2,,2,2,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,2,3,2,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,2,,1,0,4,4,4,4,2,1,1,1,1,0
"Nigeria","NGA",155767913,0.233673770130894,1,30,2,4,1,2,1,1,1,1,2,1,1,1,1,1,2,,,,2,,1,1,1,,,,,,,,,,,,,,,,1,1,2,2,1,2,,1,1,2,,,,1,1,2,1,2,2,1,2,3,3,1,2,,,,2,,,,1,1,1,2,,,1,2,1,1,,,2,2,2,,,,,2,,,,,,1,1,2,1,3,2,,1,1,1,4,4,4,1,5,1,1,1,1
"Nigeria","NGA",178623953,1.70713120903394,2,50,1,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,3,3,1,3,,0,0,4,4,4,4,4,5,1,2,0,0
"Nigeria","NGA",150758916,0.347993362484423,2,54,2,4,1,2,1,1,0,2,2,1,2,,2,2,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,1,,2,2,2,2,,1,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,4,4,,1,0,4,4,4,2,2,5,1,2,0,0
"Nigeria","NGA",196704001,1.69825256046586,2,15,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,1,2,2,1,2,3,2,2,2,1,2,2,,,,,2,,,2,2,3,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,5,5,2,1,4,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Nigeria","NGA",140792174,0.325424260412615,2,52,3,5,1,2,1,1,1,1,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,2,2,1,1,3,,1,1,1,3,1,,1,2,3,3,2,2,2,,1,3,3,1,1,,,2,,,,2,,,,,,1,1,1,1,,,2,2,2,,,,,2,,,,,,2,4,2,3,3,1,,1,0,1,4,4,4,4,1,1,1,1,1
"Nigeria","NGA",160189304,0.351275652166841,1,30,2,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,1,1,4,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,3,1,,1,1,4,4,4,2,4,5,1,2,0,0
"Nigeria","NGA",169394084,0.434465526811366,1,19,2,5,1,2,1,1,0,1,2,1,2,,2,2,2,,,,1,2,1,2,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,2,1,2,,,,2,,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,2,1,1,4,1,,0,0,1,4,4,4,4,5,1,1,1,0
"Nigeria","NGA",114893064,0.692466253285608,2,31,2,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,1,2,2,2,2,2,2,,1,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,1,,3,,1,0,4,4,4,4,2,5,1,2,0,0
"Nigeria","NGA",111907938,0.655102236702215,1,27,2,3,1,2,1,1,0,2,2,1,1,2,2,1,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,1,1,,2,2,2,,,,2,2,,1,2,2,1,1,2,1,2,1,2,2,2,1,1,,,1,1,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,4,1,,1,1,4,4,4,4,1,1,1,1,1,1
"Nigeria","NGA",111379111,0.243333231373182,2,31,2,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,1,2,2,1,1,2,2,2,,,,,2,,,2,1,2,,,,2,2,,2,2,2,1,,6,3,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,2,1,1,,0,1,4,4,4,4,4,5,1,2,0,0
"Nigeria","NGA",207756974,1.93171381178078,1,38,1,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,,,,,3,,,2,2,2,,,,2,2,,1,2,2,2,2,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,1,0,4,4,4,4,4,5,2,2,0,0
"Nigeria","NGA",192140659,0.544065856565455,2,31,2,5,1,2,1,1,1,2,1,1,2,,1,1,2,,,,1,1,1,2,2,,,,,,,,,,,,,,,,1,1,2,1,1,2,,1,1,1,3,2,,1,1,1,2,1,1,2,,1,2,2,1,1,,,1,1,,,1,1,1,2,,,1,2,1,1,,,1,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,1,1,4,4,4,1,1,1,1,1,1
"Nigeria","NGA",169775122,0.223275257167535,2,38,2,5,1,2,1,1,0,2,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,2,1,2,2,2,2,,,,,2,,,2,1,2,,,,2,2,,1,2,2,1,2,1,3,2,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,2,3,,2,,1,1,4,4,4,4,2,1,1,1,1,0
"Nigeria","NGA",115201799,0.301197482221974,1,27,2,5,1,2,1,1,0,2,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,1,2,,,,,1,2,,1,1,2,,,,2,2,,2,2,2,1,,1,2,1,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,3,3,,0,1,4,4,4,4,2,1,1,2,1,1
"Nigeria","NGA",191293307,0.223275257167535,2,38,2,5,1,2,1,1,1,1,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,1,2,,1,1,2,,,,1,1,,2,2,2,1,,1,3,3,1,1,,,1,1,,,1,2,2,,,1,1,1,1,1,,,1,2,2,,,,,2,,,,,,2,2,2,3,2,2,,1,1,1,4,4,4,2,1,1,1,1,1
"Nigeria","NGA",167062083,0.436460658297848,1,29,2,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,3,2,2,2,2,2,1,2,1,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,1,1,2,1,1,4,1,1,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,1,1,2,2,2,,1,1,4,4,4,2,2,1,2,2,0,0
"Nigeria","NGA",148974519,1.58219406536542,2,19,2,1,1,1,1,1,0,2,1,1,2,,2,1,3,,,,1,1,1,1,1,,,,,,,,,,2,2,1,1,2,2,,,,,2,,,2,2,2,,,,1,2,,2,1,2,1,,7,,,2,,,,1,1,,,2,,,,,,2,,,,,,,1,2,1,2,,,2,,,,,,2,2,1,1,1,1,,1,1,4,1,4,4,4,1,1,2,1,0
"Nigeria","NGA",116805582,1.92638634016387,2,41,1,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,2,2,3,1,1,2,2,1,,0,0,4,4,4,3,4,5,1,2,0,0
"Nigeria","NGA",208105319,0.223275257167535,1,31,2,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,1,2,2,1,7,,,1,2,1,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,4,1,,1,1,4,4,4,4,4,3,1,2,0,0
"Nigeria","NGA",143758702,0.602394964443948,1,30,2,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,1,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,0,4,4,4,4,2,5,1,2,0,0
"Nigeria","NGA",164385470,3.69132718271346,1,30,1,1,1,1,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,2,2,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,5,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,3,3,3,1,,1,,1,0,4,4,4,2,4,5,1,2,0,0
"Nigeria","NGA",125415750,0.303019913400752,2,25,2,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,1,1,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,1,1,,5,1,1,2,,,,1,2,1,2,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,3,1,,0,1,2,4,4,2,2,3,1,2,0,0
"Nigeria","NGA",194629061,0.520476067700439,2,32,2,2,1,2,1,1,0,2,2,2,,,1,1,2,,,,1,2,1,2,1,,,,,,,,,,2,1,1,1,2,2,,,,,2,,,2,2,1,2,2,,2,2,,2,1,2,1,,2,2,2,1,1,,,1,1,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,4,1,,1,1,2,4,4,2,4,1,1,1,1,0
"Nigeria","NGA",146395770,0.223275257178175,2,28,2,5,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,2,1,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,0,4,4,4,4,4,5,1,2,0,0
"Nigeria","NGA",172440157,3.15601623861216,1,22,1,5,2,1,0,0,0,,,2,,,,,,,,,,,,,,3,1,3,1,2,2,1,2,1,2,3,3,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,3,1,1,3,2,4,,0,0,4,4,4,2,4,5,2,2,0,0
"Nigeria","NGA",205543972,0.232354319668035,1,22,2,4,1,2,1,1,0,2,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,2,2,1,1,2,2,,,,,1,2,,1,1,1,1,2,,2,1,,2,2,2,1,,2,3,3,1,1,,,1,1,,,1,1,2,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,1,1,4,4,4,4,1,1,1,1,1,1
"Nigeria","NGA",199985797,1.24355687520183,2,23,2,5,1,2,1,1,0,1,1,1,2,,1,2,2,,,,1,1,1,1,2,,,,,,,,,,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,2,3,3,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,3,3,3,,1,,0,1,4,4,4,4,2,1,1,1,1,0
"Nigeria","NGA",174160099,0.235962007731938,2,42,2,5,2,1,1,1,0,1,2,2,,,2,2,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,2,2,2,2,2,,1,3,3,1,1,,,1,1,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,1,1,2,2,1,,3,3,3,4,,2,,1,0,1,4,4,2,4,1,1,2,1,0
"Nigeria","NGA",114730258,0.278142396263243,2,18,2,1,2,2,1,1,0,2,4,1,2,,2,1,2,,,,1,2,1,1,1,,,,,,,,,,2,2,2,2,1,2,,,,,2,,,2,1,2,,,,2,1,,1,2,2,1,2,1,2,2,1,1,,,1,1,,,1,2,2,,,1,1,2,2,2,2,2,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,3,4,4,4,2,1,1,1,1,0
"Nigeria","NGA",172869732,0.223275257167535,1,25,2,5,1,2,1,1,0,2,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,1,2,,,,2,2,,2,2,2,2,,2,2,1,1,2,1,2,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,0,4,4,4,4,4,1,1,2,1,0
"Nigeria","NGA",169278216,1.41406489080387,1,17,2,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,3,,0,1,4,4,4,4,4,1,1,2,0,0
"Nigeria","NGA",165790536,3.69132718271346,1,16,1,1,1,1,0,0,0,,,3,,,,,,,,,,,,,,2,1,2,2,2,2,1,2,2,1,1,1,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,1,4,,0,1,4,4,4,4,4,5,1,2,0,0
"Nigeria","NGA",176534834,0.296490276748038,2,38,2,1,1,1,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,1,,,,,,,,,,2,2,1,1,2,1,,,,,2,,,2,2,2,,,,2,1,,2,1,1,1,,5,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,2,1,,1,1,4,4,4,2,2,5,1,2,0,0
"Nigeria","NGA",139405310,1.78458478994797,1,22,2,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,3,4,2,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,2,2,,1,0,4,4,4,4,4,3,2,2,0,0
"Nigeria","NGA",121963284,0.406453238280237,1,25,2,1,1,2,1,1,0,2,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,1,2,1,1,5,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,4,4,4,4,4,5,1,2,0,0
"Nigeria","NGA",122376076,1.60252169549345,2,35,1,3,1,2,1,1,0,2,1,2,,,2,1,2,,,,1,2,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,1,,2,2,2,1,,2,1,1,1,1,,,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,3,1,,1,1,4,4,4,2,2,1,1,1,1,0
"Nigeria","NGA",208441106,0.227251399015366,2,25,2,4,1,2,1,1,0,2,2,1,1,1,2,2,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,1,1,,2,2,2,,,,1,1,,2,2,2,1,,1,1,1,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,3,2,1,4,2,,1,1,4,4,4,4,2,1,1,2,1,1
"Nigeria","NGA",135949596,0.7917972852218,2,27,2,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,1,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,4,3,2,3,,3,,1,0,4,4,4,2,4,5,2,2,0,0
"Nigeria","NGA",189569001,0.223275257178175,2,30,2,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,1,2,2,1,2,2,1,1,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,1,2,2,1,2,6,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,1,1,,1,1,4,4,4,4,4,5,1,2,0,0
"Nigeria","NGA",140681211,0.498303907687817,1,28,2,5,1,2,1,1,0,1,2,1,2,,1,1,2,,,,1,2,1,2,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,1,2,,,,2,1,,1,2,2,1,2,2,2,1,1,1,,,1,1,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,1,1,2,2,1,,2,1,2,1,4,1,,1,1,1,4,4,2,2,1,1,1,1,0
"Nigeria","NGA",157078773,0.223275257178175,2,25,2,5,1,1,1,1,0,1,1,1,2,,2,2,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,1,1,,,1,1,,,2,,,,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,4,3,1,,0,1,1,4,4,4,4,1,1,2,1,0
"Nigeria","NGA",183689870,0.406603587155648,2,20,2,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,1,2,1,2,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,1,1,1,4,1,,0,0,2,4,4,4,4,3,1,1,0,0
"Nigeria","NGA",210076488,0.334051891415392,2,35,2,3,1,1,1,1,0,2,2,1,1,2,1,1,2,,,,1,2,1,1,1,,,,,,,,,,1,1,2,1,2,1,,,,,2,,,2,1,2,,,,2,2,,2,1,2,1,,1,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,4,4,4,4,2,5,2,2,1,0
"Nigeria","NGA",149131677,2.05591170829812,2,47,1,1,1,1,1,1,0,1,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,1,3,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,1,3,2,2,1,,1,1,1,3,2,4,,0,1,4,4,4,2,4,3,2,2,0,0
